page_url,index_in_page,type,arabic_text
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,17,kelime,حـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,18,kelime,ـحـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,19,kelime,ـح
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,20,harf,خ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,21,kelime,خـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,22,kelime,ـخـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,23,kelime,ـخ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,24,kelime,ـد
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,25,harf,ذ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,26,kelime,ـذ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,27,harf,ر
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,28,kelime,ـر
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,29,harf,ز
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,30,kelime,ـز
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,31,kelime,سـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,32,kelime,ـسـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,33,kelime,ـس
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,34,kelime,شـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,35,kelime,ـشـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,36,kelime,ـش
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,37,harf,ص
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,38,kelime,صـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,39,kelime,ـصـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,40,kelime,ـص
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,41,harf,ض
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,42,kelime,ضـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,43,kelime,ـضـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,44,kelime,ـض
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,45,harf,ط
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,46,kelime,طـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,47,kelime,ـطـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,48,kelime,ـط
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,49,harf,ظ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,50,kelime,ظـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,51,kelime,ـظـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,52,kelime,ـظ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,53,harf,ع
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,54,kelime,عـغ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,55,kelime,ـعـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,56,kelime,ـع
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,57,harf,غ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,58,kelime,غـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,59,kelime,ـغـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,60,kelime,ـغ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,61,harf,ف
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,62,kelime,فـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,63,kelime,ـفـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,64,kelime,ـف
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,65,harf,ق
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,66,kelime,قـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,67,kelime,ـقـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,68,kelime,ـق
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,69,harf,ك
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,70,kelime,كـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,71,kelime,ـكـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,72,kelime,ـك
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,73,harf,ل
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,74,kelime,لـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,75,kelime,ـلـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,76,kelime,ـل
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,77,harf,م
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,78,kelime,مـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,79,kelime,ـمـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,80,kelime,ـم
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,81,kelime,ـنـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,82,kelime,ـن
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,83,harf,و
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,84,kelime,ـو
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,85,harf,ه
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,86,kelime,ـيـ
https://bilgiocakta.com/kuran/HarflerinDurumlari.html,87,kelime,ـي
https://bilgiocakta.com/kuran/Harekeler.html,1,ifade,ع ر ح
https://bilgiocakta.com/kuran/Harekeler.html,2,hece,اَ
https://bilgiocakta.com/kuran/Harekeler.html,3,hece,بَ
https://bilgiocakta.com/kuran/Harekeler.html,4,hece,تَ
https://bilgiocakta.com/kuran/Harekeler.html,5,hece,ثَ
https://bilgiocakta.com/kuran/Harekeler.html,6,hece,جَ
https://bilgiocakta.com/kuran/Harekeler.html,7,hece,حَ
https://bilgiocakta.com/kuran/Harekeler.html,8,hece,خَ
https://bilgiocakta.com/kuran/Harekeler.html,9,hece,دَ
https://bilgiocakta.com/kuran/Harekeler.html,10,hece,ذَ
https://bilgiocakta.com/kuran/Harekeler.html,11,hece,رَ
https://bilgiocakta.com/kuran/Harekeler.html,12,hece,زَ
https://bilgiocakta.com/kuran/Harekeler.html,13,hece,سَ
https://bilgiocakta.com/kuran/Harekeler.html,14,hece,شَ
https://bilgiocakta.com/kuran/Harekeler.html,15,hece,صَ
https://bilgiocakta.com/kuran/Harekeler.html,16,hece,ضَ
https://bilgiocakta.com/kuran/Harekeler.html,17,hece,طَ
https://bilgiocakta.com/kuran/Harekeler.html,18,hece,ظَ
https://bilgiocakta.com/kuran/Harekeler.html,19,hece,عَ
https://bilgiocakta.com/kuran/Harekeler.html,20,hece,غَ
https://bilgiocakta.com/kuran/Harekeler.html,21,hece,فَ
https://bilgiocakta.com/kuran/Harekeler.html,22,hece,قَ
https://bilgiocakta.com/kuran/Harekeler.html,23,hece,كَ
https://bilgiocakta.com/kuran/Harekeler.html,24,hece,لَ
https://bilgiocakta.com/kuran/Harekeler.html,25,hece,مَ
https://bilgiocakta.com/kuran/Harekeler.html,26,hece,نَ
https://bilgiocakta.com/kuran/Harekeler.html,27,hece,وَ
https://bilgiocakta.com/kuran/Harekeler.html,28,hece,هَـ
https://bilgiocakta.com/kuran/Harekeler.html,29,hece,ىَ
https://bilgiocakta.com/kuran/Harekeler.html,30,hece,اِ
https://bilgiocakta.com/kuran/Harekeler.html,31,hece,بِ
https://bilgiocakta.com/kuran/Harekeler.html,32,hece,تِ
https://bilgiocakta.com/kuran/Harekeler.html,33,hece,ثِ
https://bilgiocakta.com/kuran/Harekeler.html,34,hece,جِ
https://bilgiocakta.com/kuran/Harekeler.html,35,hece,حِ
https://bilgiocakta.com/kuran/Harekeler.html,36,hece,خِ
https://bilgiocakta.com/kuran/Harekeler.html,37,hece,دِ
https://bilgiocakta.com/kuran/Harekeler.html,38,hece,ذِ
https://bilgiocakta.com/kuran/Harekeler.html,39,hece,رِ
https://bilgiocakta.com/kuran/Harekeler.html,40,hece,زِ
https://bilgiocakta.com/kuran/Harekeler.html,41,hece,سِ
https://bilgiocakta.com/kuran/Harekeler.html,42,hece,شِ
https://bilgiocakta.com/kuran/Harekeler.html,43,hece,صِ
https://bilgiocakta.com/kuran/Harekeler.html,44,hece,ضِ
https://bilgiocakta.com/kuran/Harekeler.html,45,hece,طِ
https://bilgiocakta.com/kuran/Harekeler.html,46,hece,ظِ
https://bilgiocakta.com/kuran/Harekeler.html,47,hece,عِ
https://bilgiocakta.com/kuran/Harekeler.html,48,hece,غِ
https://bilgiocakta.com/kuran/Harekeler.html,49,hece,فِ
https://bilgiocakta.com/kuran/Harekeler.html,50,hece,قِ
https://bilgiocakta.com/kuran/Harekeler.html,51,hece,كِ
https://bilgiocakta.com/kuran/Harekeler.html,52,hece,لِ
https://bilgiocakta.com/kuran/Harekeler.html,53,hece,مِ
https://bilgiocakta.com/kuran/Harekeler.html,54,hece,نِ
https://bilgiocakta.com/kuran/Harekeler.html,55,hece,وِ
https://bilgiocakta.com/kuran/Harekeler.html,56,hece,هِـ
https://bilgiocakta.com/kuran/Harekeler.html,57,hece,ىِ
https://bilgiocakta.com/kuran/Harekeler.html,58,hece,اُ
https://bilgiocakta.com/kuran/Harekeler.html,59,hece,بُ
https://bilgiocakta.com/kuran/Harekeler.html,60,hece,تُ
https://bilgiocakta.com/kuran/Harekeler.html,61,hece,ثُ
https://bilgiocakta.com/kuran/Harekeler.html,62,hece,جُ
https://bilgiocakta.com/kuran/Harekeler.html,63,hece,حُ
https://bilgiocakta.com/kuran/Harekeler.html,64,hece,خُ
https://bilgiocakta.com/kuran/Harekeler.html,65,hece,دُ
https://bilgiocakta.com/kuran/Harekeler.html,66,hece,ذُ
https://bilgiocakta.com/kuran/Harekeler.html,67,hece,رُ
https://bilgiocakta.com/kuran/Harekeler.html,68,hece,زُ
https://bilgiocakta.com/kuran/Harekeler.html,69,hece,سُ
https://bilgiocakta.com/kuran/Harekeler.html,70,hece,شُ
https://bilgiocakta.com/kuran/Harekeler.html,71,hece,صُ
https://bilgiocakta.com/kuran/Harekeler.html,72,hece,ضُ
https://bilgiocakta.com/kuran/Harekeler.html,73,hece,طُ
https://bilgiocakta.com/kuran/Harekeler.html,74,hece,ظُ
https://bilgiocakta.com/kuran/Harekeler.html,75,hece,عُ
https://bilgiocakta.com/kuran/Harekeler.html,76,hece,غُ
https://bilgiocakta.com/kuran/Harekeler.html,77,hece,فُ
https://bilgiocakta.com/kuran/Harekeler.html,78,hece,قُ
https://bilgiocakta.com/kuran/Harekeler.html,79,hece,كُ
https://bilgiocakta.com/kuran/Harekeler.html,80,hece,لُ
https://bilgiocakta.com/kuran/Harekeler.html,81,hece,مُ
https://bilgiocakta.com/kuran/Harekeler.html,82,hece,نُ
https://bilgiocakta.com/kuran/Harekeler.html,83,hece,وُ
https://bilgiocakta.com/kuran/Harekeler.html,84,hece,هُـ
https://bilgiocakta.com/kuran/Harekeler.html,85,hece,ىُ
https://bilgiocakta.com/kuran/KelimeOkuma.html,1,hece,اَكَلَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,2,hece,اَمَلَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,3,hece,ذَهَبَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,4,hece,اَذِنَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,5,hece,عَلِمَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,6,hece,فَهِمَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,7,hece,شَرِبَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,8,hece,سَمِعَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,9,hece,لُكِمَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,10,hece,عُلِمَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,11,hece,قُرِاَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,12,hece,سُمِعَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,13,hece,بَذَلَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,14,hece,نَصَرَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,15,hece,مَنَعَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,16,hece,بَلَغَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,17,hece,دَخَلَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,18,hece,شَهِدَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,19,hece,فُهِمَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,20,hece,حَسِبَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,21,hece,رَضِيَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,22,hece,كُدِمَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,23,hece,شُرِبَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,24,hece,عُدِلَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,25,hece,وُقِعَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,26,hece,كُشِفَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,27,hece,ذُكِرَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,28,hece,فَشَغَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,29,hece,حَفِشَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,30,hece,شَكِرَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,31,hece,زَهِدَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,32,hece,زَخِمَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,33,hece,زُنِخَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,34,hece,وَعَظَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,35,hece,عَظُمَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,36,hece,طُبِزَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,37,hece,شَنِبَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,38,hece,فَظُعَ
https://bilgiocakta.com/kuran/KelimeOkuma.html,39,hece,ظَرُفَ
https://bilgiocakta.com/kuran/CezmSedde.html,1,hece,اِثْ
https://bilgiocakta.com/kuran/CezmSedde.html,2,hece,اِطْ
https://bilgiocakta.com/kuran/CezmSedde.html,3,hece,اَعْ
https://bilgiocakta.com/kuran/CezmSedde.html,4,hece,اِشْ
https://bilgiocakta.com/kuran/CezmSedde.html,5,hece,اِكْ
https://bilgiocakta.com/kuran/CezmSedde.html,6,hece,اِصْ
https://bilgiocakta.com/kuran/CezmSedde.html,7,hece,اَرْ
https://bilgiocakta.com/kuran/CezmSedde.html,8,hece,اَخْ
https://bilgiocakta.com/kuran/CezmSedde.html,9,hece,اُلْ
https://bilgiocakta.com/kuran/CezmSedde.html,10,hece,اَيْنَ
https://bilgiocakta.com/kuran/CezmSedde.html,11,hece,هَلْ
https://bilgiocakta.com/kuran/CezmSedde.html,12,hece,مِنْكَ
https://bilgiocakta.com/kuran/CezmSedde.html,13,kelime,بَحْرُنْ
https://bilgiocakta.com/kuran/CezmSedde.html,14,kelime,شَمْسُنْ
https://bilgiocakta.com/kuran/CezmSedde.html,15,kelime,اَسْلَمَ
https://bilgiocakta.com/kuran/CezmSedde.html,16,kelime,اُدْخِلَ
https://bilgiocakta.com/kuran/CezmSedde.html,17,kelime,اَمْهَلَهُمْ
https://bilgiocakta.com/kuran/CezmSedde.html,18,kelime,اُنْتُقِذَ
https://bilgiocakta.com/kuran/CezmSedde.html,19,kelime,نَوْمَكُمْ
https://bilgiocakta.com/kuran/CezmSedde.html,20,kelime,يُسْقَوْنَ
https://bilgiocakta.com/kuran/CezmSedde.html,21,hece,هُنَّ
https://bilgiocakta.com/kuran/CezmSedde.html,22,hece,فَكَّ
https://bilgiocakta.com/kuran/CezmSedde.html,23,kelime,اَحَلَّ
https://bilgiocakta.com/kuran/CezmSedde.html,24,kelime,اَشُدُّ
https://bilgiocakta.com/kuran/CezmSedde.html,25,kelime,نَعُدُّ
https://bilgiocakta.com/kuran/CezmSedde.html,26,kelime,اَقَلُّ
https://bilgiocakta.com/kuran/CezmSedde.html,27,kelime,يَظُنُّ
https://bilgiocakta.com/kuran/CezmSedde.html,28,kelime,كَاَنَّ
https://bilgiocakta.com/kuran/CezmSedde.html,29,kelime,صَدَّقَ
https://bilgiocakta.com/kuran/CezmSedde.html,30,kelime,اَضَلُّ
https://bilgiocakta.com/kuran/CezmSedde.html,31,kelime,كَلَّمَ
https://bilgiocakta.com/kuran/CezmSedde.html,32,kelime,رَبُّهُمْ
https://bilgiocakta.com/kuran/CezmSedde.html,33,hece,شَدَّ
https://bilgiocakta.com/kuran/CezmSedde.html,34,kelime,فَكَّرَ
https://bilgiocakta.com/kuran/CezmSedde.html,35,kelime,سَبَّحَ
https://bilgiocakta.com/kuran/CezmSedde.html,36,kelime,اَسَّسَ
https://bilgiocakta.com/kuran/CezmSedde.html,37,kelime,بَدَّلَ
https://bilgiocakta.com/kuran/CezmSedde.html,38,kelime,جَهَنَّمْ
https://bilgiocakta.com/kuran/CezmSedde.html,39,kelime,تَنَفَّسْ
https://bilgiocakta.com/kuran/CezmSedde.html,40,kelime,وَتَبَّ
https://bilgiocakta.com/kuran/Tenvin.html,1,hece,اً
https://bilgiocakta.com/kuran/Tenvin.html,2,hece,بًا
https://bilgiocakta.com/kuran/Tenvin.html,3,hece,تًا
https://bilgiocakta.com/kuran/Tenvin.html,4,hece,ثًا
https://bilgiocakta.com/kuran/Tenvin.html,5,hece,جًا
https://bilgiocakta.com/kuran/Tenvin.html,6,hece,حًا
https://bilgiocakta.com/kuran/Tenvin.html,7,hece,خًا
https://bilgiocakta.com/kuran/Tenvin.html,8,hece,دًا
https://bilgiocakta.com/kuran/Tenvin.html,9,hece,ذًا
https://bilgiocakta.com/kuran/Tenvin.html,10,hece,رًا
https://bilgiocakta.com/kuran/Tenvin.html,11,hece,زٍ
https://bilgiocakta.com/kuran/Tenvin.html,12,hece,سٍ
https://bilgiocakta.com/kuran/Tenvin.html,13,hece,شٍ
https://bilgiocakta.com/kuran/Tenvin.html,14,hece,صٍ
https://bilgiocakta.com/kuran/Tenvin.html,15,hece,ضٍ
https://bilgiocakta.com/kuran/Tenvin.html,16,hece,طٍ
https://bilgiocakta.com/kuran/Tenvin.html,17,hece,ظٍ
https://bilgiocakta.com/kuran/Tenvin.html,18,hece,عٍ
https://bilgiocakta.com/kuran/Tenvin.html,19,hece,غٍ
https://bilgiocakta.com/kuran/Tenvin.html,20,hece,فٍ
https://bilgiocakta.com/kuran/Tenvin.html,21,hece,قٌ
https://bilgiocakta.com/kuran/Tenvin.html,22,hece,كٌ
https://bilgiocakta.com/kuran/Tenvin.html,23,hece,لٌ
https://bilgiocakta.com/kuran/Tenvin.html,24,hece,مٌ
https://bilgiocakta.com/kuran/Tenvin.html,25,hece,نٌ
https://bilgiocakta.com/kuran/Tenvin.html,26,hece,وٌ
https://bilgiocakta.com/kuran/Tenvin.html,27,hece,هٌ
https://bilgiocakta.com/kuran/Tenvin.html,28,hece,ىٌ
https://bilgiocakta.com/kuran/Med.html,1,harf,ا
https://bilgiocakta.com/kuran/Med.html,2,hece,قَا
https://bilgiocakta.com/kuran/Med.html,3,hece,كَا
https://bilgiocakta.com/kuran/Med.html,4,hece,مِنَّا
https://bilgiocakta.com/kuran/Med.html,5,kelime,سَامِعٌ
https://bilgiocakta.com/kuran/Med.html,6,kelime,شِمَالٌ
https://bilgiocakta.com/kuran/Med.html,7,hece,قَالَ
https://bilgiocakta.com/kuran/Med.html,8,hece,كَانَ
https://bilgiocakta.com/kuran/Med.html,9,kelime,كَشَفْنَا
https://bilgiocakta.com/kuran/Med.html,10,kelime,اَجَابَ
https://bilgiocakta.com/kuran/Med.html,11,kelime,فَاعَلَ
https://bilgiocakta.com/kuran/Med.html,12,kelime,شَخْصَانِ
https://bilgiocakta.com/kuran/Med.html,13,kelime,ذَاهِبَانِ
https://bilgiocakta.com/kuran/Med.html,14,kelime,اِثْنَانِ
https://bilgiocakta.com/kuran/Med.html,15,kelime,صِرَاطٌ
https://bilgiocakta.com/kuran/Med.html,16,kelime,جَنَّاتٌ
https://bilgiocakta.com/kuran/Med.html,17,kelime,مَاقَالَ
https://bilgiocakta.com/kuran/Med.html,18,kelime,سُبْحَانَكْ
https://bilgiocakta.com/kuran/Med.html,19,kelime,تَبَارَكَتْ
https://bilgiocakta.com/kuran/Med.html,20,kelime,غُفْرَانَكْ
https://bilgiocakta.com/kuran/Med.html,21,kelime,بُرْهَانَانِ
https://bilgiocakta.com/kuran/Med.html,22,ifade,و و
https://bilgiocakta.com/kuran/Med.html,23,ifade,و وا
https://bilgiocakta.com/kuran/Med.html,24,hece,نُورٌ
https://bilgiocakta.com/kuran/Med.html,25,kelime,يَقَولُ
https://bilgiocakta.com/kuran/Med.html,26,kelime,رَسُولٌ
https://bilgiocakta.com/kuran/Med.html,27,kelime,الْقَهَّارُ
https://bilgiocakta.com/kuran/Med.html,28,kelime,مَكْتُوبٌ
https://bilgiocakta.com/kuran/Med.html,29,hece,كَانُو
https://bilgiocakta.com/kuran/Med.html,30,kelime,يَفُوتُ
https://bilgiocakta.com/kuran/Med.html,31,kelime,يَلِدُونَ
https://bilgiocakta.com/kuran/Med.html,32,kelime,تَصِفُونَ
https://bilgiocakta.com/kuran/Med.html,33,kelime,يَتُوبُونَ
https://bilgiocakta.com/kuran/Med.html,34,kelime,مُسْلِمُونَ
https://bilgiocakta.com/kuran/Med.html,35,kelime,مُخَلَّدُونَ
https://bilgiocakta.com/kuran/Med.html,36,kelime,تُحَاجُّونَ
https://bilgiocakta.com/kuran/Med.html,37,kelime,يَعْمَلُونَ
https://bilgiocakta.com/kuran/Med.html,38,kelime,اَلْكَاذِبُونَ
https://bilgiocakta.com/kuran/Med.html,39,kelime,اَلْمُفْلِحُونَ
https://bilgiocakta.com/kuran/Med.html,40,kelime,اَلْجَبَّارُ
https://bilgiocakta.com/kuran/Med.html,41,kelime,اَلْوَارِثُونَ
https://bilgiocakta.com/kuran/Med.html,42,kelime,اَلْخَاسِرُونَ
https://bilgiocakta.com/kuran/Med.html,43,kelime,مُشْرِكُونَ
https://bilgiocakta.com/kuran/Med.html,44,ifade,و ى
https://bilgiocakta.com/kuran/Med.html,45,ifade,وَمَا اَنَا
https://bilgiocakta.com/kuran/Med.html,46,ifade,بِمَٓا اُنْزِلَ
https://bilgiocakta.com/kuran/Med.html,47,ifade,كَمَا اٰمَنَ
https://bilgiocakta.com/kuran/Med.html,48,kelime,سَوَٓاءٌ
https://bilgiocakta.com/kuran/Med.html,49,ifade,قُلْ يَٓا اَيُّهَا
